50
6
10 	20 	30 	40 	50 	60 	70 	80 	90 	100 	110 	120 	130 	140 	150 	160 	170 	180 	190 	200 	210 	220 	230 	240 	250 	260 	270 	280 	290 	300 	310 	320 	330 	340 	350 	360 	370 	380 	390 	400 	410 	420 	430 	440 	
10 	10 	10 	10 	10 	10 	10 	3 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
5 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	5 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	4 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	9 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
0 	0 	0 	0 	0 	0 	
4 	6 	3 	5 	8 	7 	
9 	9 	2 	7 	8 	8 	
9 	2 	6 	10 	9 	10 	
5 	4 	1 	4 	6 	1 	
3 	4 	9 	2 	4 	4 	
4 	8 	1 	2 	10 	10 	
1 	5 	8 	4 	3 	8 	
3 	1 	1 	5 	6 	6 	
7 	9 	5 	2 	5 	10 	
9 	2 	2 	8 	10 	10 	
4 	7 	8 	3 	1 	4 	
6 	10 	5 	5 	7 	5 	
5 	4 	5 	5 	9 	5 	
4 	8 	6 	6 	1 	2 	
6 	10 	4 	1 	6 	1 	
2 	3 	5 	3 	1 	4 	
3 	1 	8 	6 	10 	1 	
3 	8 	3 	10 	3 	4 	
4 	3 	4 	5 	2 	3 	
10 	2 	5 	7 	9 	3 	
4 	1 	1 	7 	1 	7 	
4 	4 	9 	9 	9 	3 	
4 	3 	1 	9 	9 	4 	
9 	3 	9 	5 	4 	1 	
5 	4 	7 	10 	9 	1 	
9 	6 	10 	1 	10 	7 	
6 	4 	2 	9 	1 	5 	
10 	7 	6 	8 	9 	9 	
10 	3 	9 	7 	7 	10 	
2 	7 	9 	9 	4 	3 	
4 	7 	4 	7 	6 	8 	
1 	9 	5 	7 	6 	9 	
3 	4 	10 	8 	6 	4 	
5 	6 	4 	4 	8 	10 	
10 	10 	8 	4 	3 	4 	
10 	8 	8 	6 	2 	3 	
3 	9 	2 	6 	9 	5 	
1 	3 	6 	6 	1 	9 	
2 	2 	1 	4 	9 	9 	
5 	5 	1 	10 	4 	8 	
4 	3 	2 	2 	3 	2 	
5 	3 	6 	6 	6 	3 	
6 	8 	8 	7 	2 	7 	
8 	3 	4 	2 	10 	6 	
10 	10 	3 	1 	10 	2 	
10 	1 	7 	1 	5 	9 	
5 	4 	4 	9 	9 	8 	
1 	4 	9 	8 	8 	2 	
