400
3
10 	20 	30 	40 	50 	60 	70 	80 	90 	100 	110 	120 	130 	140 	150 	160 	170 	180 	190 	200 	210 	220 	230 	240 	250 	260 	270 	280 	290 	300 	310 	320 	330 	340 	350 	360 	370 	380 	390 	400 	410 	420 	430 	440 	450 	460 	470 	480 	490 	500 	510 	520 	530 	540 	550 	560 	570 	580 	590 	600 	610 	620 	630 	640 	650 	660 	670 	680 	690 	700 	710 	720 	730 	740 	750 	760 	770 	780 	790 	800 	810 	820 	830 	840 	850 	860 	870 	880 	890 	900 	910 	920 	930 	940 	950 	960 	970 	980 	990 	1000 	1010 	1020 	1030 	1040 	1050 	1060 	1070 	1080 	1090 	1100 	1110 	1120 	1130 	1140 	1150 	1160 	1170 	1180 	1190 	1200 	1210 	1220 	1230 	1240 	1250 	1260 	1270 	1280 	1290 	1300 	1310 	1320 	1330 	1340 	1350 	1360 	1370 	1380 	1390 	1400 	1410 	1420 	1430 	1440 	1450 	1460 	1470 	1480 	1490 	1500 	1510 	1520 	1530 	1540 	1550 	1560 	1570 	1580 	1590 	1600 	1610 	1620 	1630 	1640 	1650 	1660 	1670 	1680 	1690 	1700 	1710 	1720 	1730 	1740 	1750 	1760 	1770 	1780 	1790 	1800 	1810 	1820 	1830 	1840 	1850 	1860 	1870 	1880 	1890 	1900 	1910 	1920 	1930 	1940 	1950 	1960 	1970 	1980 	1990 	2000 	2010 	2020 	2030 	2040 	2050 	2060 	2070 	2080 	2090 	2100 	2110 	2120 	2130 	2140 	2150 	2160 	2170 	2180 	2190 	2200 	2210 	2220 	2230 	2240 	2250 	2260 	2270 	2280 	2290 	2300 	2310 	2320 	2330 	2340 	2350 	2360 	2370 	2380 	2390 	2400 	2410 	2420 	2430 	2440 	2450 	2460 	2470 	2480 	2490 	2500 	2510 	2520 	2530 	2540 	2550 	2560 	2570 	2580 	2590 	2600 	2610 	2620 	2630 	2640 	2650 	2660 	2670 	2680 	2690 	2700 	2710 	2720 	2730 	2740 	2750 	2760 	2770 	2780 	2790 	2800 	2810 	2820 	2830 	2840 	2850 	2860 	2870 	2880 	2890 	2900 	2910 	2920 	2930 	2940 	2950 	2960 	2970 	2980 	2990 	3000 	3010 	3020 	3030 	3040 	3050 	3060 	3070 	3080 	3090 	3100 	3110 	3120 	3130 	3140 	3150 	3160 	3170 	3180 	3190 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	5 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	7 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
0 	0 	0 	
3 	9 	8 	
3 	2 	6 	
5 	5 	6 	
8 	4 	7 	
5 	4 	8 	
7 	2 	4 	
6 	9 	5 	
7 	4 	10 	
3 	1 	5 	
3 	5 	2 	
8 	9 	3 	
10 	9 	8 	
2 	7 	9 	
6 	10 	10 	
10 	4 	1 	
1 	3 	9 	
9 	3 	10 	
7 	6 	7 	
7 	7 	4 	
9 	3 	2 	
5 	9 	2 	
7 	10 	6 	
2 	3 	5 	
8 	7 	5 	
6 	9 	4 	
1 	1 	6 	
8 	6 	1 	
9 	7 	6 	
2 	8 	5 	
4 	7 	2 	
5 	1 	9 	
6 	5 	3 	
10 	8 	2 	
10 	3 	2 	
1 	8 	2 	
9 	10 	1 	
8 	1 	6 	
3 	6 	2 	
4 	4 	2 	
9 	7 	9 	
2 	6 	8 	
1 	10 	2 	
6 	10 	3 	
1 	1 	5 	
7 	4 	2 	
9 	6 	10 	
6 	5 	3 	
8 	9 	8 	
4 	5 	9 	
7 	4 	9 	
9 	6 	2 	
4 	4 	4 	
3 	7 	6 	
6 	3 	6 	
7 	2 	6 	
1 	6 	5 	
9 	4 	8 	
6 	10 	5 	
6 	3 	7 	
1 	6 	8 	
2 	7 	8 	
1 	2 	3 	
5 	1 	7 	
7 	9 	7 	
10 	6 	2 	
6 	10 	5 	
10 	9 	4 	
5 	7 	3 	
5 	8 	6 	
2 	4 	8 	
5 	6 	2 	
3 	4 	7 	
2 	3 	10 	
7 	1 	6 	
4 	6 	3 	
9 	10 	8 	
4 	1 	5 	
7 	3 	8 	
10 	4 	2 	
2 	10 	10 	
1 	9 	1 	
9 	6 	4 	
6 	9 	4 	
7 	2 	7 	
2 	3 	2 	
3 	7 	7 	
2 	4 	4 	
3 	4 	3 	
4 	4 	1 	
6 	2 	3 	
2 	7 	3 	
2 	4 	7 	
4 	10 	1 	
5 	3 	8 	
6 	6 	4 	
10 	2 	9 	
2 	5 	7 	
3 	7 	8 	
6 	1 	2 	
6 	7 	10 	
9 	9 	3 	
7 	1 	7 	
1 	5 	4 	
4 	8 	1 	
10 	3 	3 	
4 	6 	7 	
1 	7 	1 	
4 	8 	4 	
9 	1 	4 	
9 	6 	8 	
6 	8 	5 	
2 	1 	7 	
8 	8 	9 	
5 	10 	3 	
8 	6 	10 	
4 	7 	5 	
1 	7 	2 	
9 	6 	2 	
1 	6 	1 	
10 	9 	3 	
7 	10 	10 	
9 	3 	5 	
2 	2 	3 	
3 	7 	8 	
10 	9 	4 	
10 	5 	9 	
5 	1 	1 	
5 	8 	6 	
10 	3 	10 	
7 	1 	4 	
7 	9 	3 	
2 	1 	8 	
6 	8 	7 	
10 	4 	1 	
5 	10 	1 	
3 	1 	10 	
5 	8 	5 	
7 	6 	10 	
6 	6 	10 	
3 	7 	3 	
10 	5 	1 	
10 	9 	3 	
2 	7 	2 	
10 	4 	10 	
3 	3 	9 	
3 	6 	3 	
10 	7 	7 	
6 	1 	6 	
4 	10 	1 	
8 	7 	6 	
8 	1 	2 	
10 	2 	7 	
1 	3 	2 	
7 	6 	6 	
6 	9 	10 	
2 	5 	2 	
6 	10 	10 	
6 	4 	5 	
1 	4 	6 	
10 	8 	9 	
7 	2 	3 	
1 	10 	2 	
1 	2 	6 	
5 	3 	9 	
2 	10 	9 	
7 	7 	5 	
3 	3 	4 	
8 	5 	4 	
1 	3 	2 	
6 	3 	3 	
1 	4 	10 	
6 	2 	9 	
3 	9 	2 	
1 	10 	3 	
6 	3 	5 	
7 	6 	4 	
7 	10 	4 	
1 	9 	5 	
1 	3 	2 	
6 	6 	5 	
9 	9 	9 	
7 	6 	9 	
8 	5 	2 	
2 	3 	8 	
10 	7 	9 	
10 	7 	8 	
8 	8 	4 	
9 	5 	1 	
10 	5 	5 	
3 	1 	8 	
5 	3 	6 	
6 	2 	1 	
1 	9 	2 	
2 	4 	1 	
3 	9 	10 	
1 	6 	3 	
10 	8 	9 	
3 	4 	3 	
3 	10 	9 	
4 	1 	2 	
8 	9 	6 	
1 	8 	5 	
3 	9 	4 	
3 	4 	2 	
8 	4 	6 	
8 	8 	10 	
5 	7 	4 	
5 	9 	4 	
10 	7 	6 	
2 	9 	3 	
9 	7 	7 	
7 	3 	1 	
10 	6 	1 	
2 	6 	2 	
4 	3 	6 	
7 	3 	2 	
1 	4 	7 	
2 	7 	8 	
5 	4 	9 	
3 	4 	9 	
1 	4 	9 	
9 	3 	9 	
8 	10 	10 	
6 	6 	1 	
7 	4 	6 	
10 	4 	8 	
8 	5 	1 	
9 	1 	9 	
9 	1 	8 	
1 	9 	9 	
2 	7 	6 	
8 	4 	6 	
3 	10 	4 	
2 	4 	2 	
4 	4 	6 	
5 	3 	1 	
3 	10 	6 	
6 	10 	9 	
5 	3 	1 	
1 	2 	5 	
9 	7 	9 	
7 	5 	4 	
3 	8 	5 	
4 	10 	1 	
3 	4 	1 	
2 	2 	10 	
7 	3 	2 	
6 	4 	5 	
8 	2 	2 	
2 	10 	7 	
10 	8 	3 	
3 	10 	3 	
8 	2 	10 	
9 	9 	3 	
9 	3 	10 	
3 	10 	7 	
10 	7 	8 	
1 	8 	2 	
8 	2 	7 	
10 	4 	2 	
7 	6 	3 	
3 	6 	2 	
7 	9 	1 	
8 	2 	6 	
1 	5 	1 	
9 	8 	10 	
1 	3 	8 	
7 	4 	2 	
10 	9 	1 	
8 	4 	5 	
7 	1 	3 	
6 	10 	1 	
2 	7 	8 	
7 	8 	5 	
10 	5 	3 	
9 	10 	8 	
6 	7 	1 	
3 	6 	8 	
4 	6 	7 	
6 	9 	2 	
3 	6 	2 	
8 	2 	5 	
9 	1 	4 	
6 	6 	1 	
4 	1 	3 	
3 	3 	1 	
6 	2 	10 	
8 	9 	7 	
2 	8 	10 	
5 	1 	3 	
9 	7 	6 	
6 	6 	6 	
6 	1 	1 	
4 	3 	4 	
10 	4 	6 	
8 	10 	10 	
1 	10 	7 	
4 	7 	8 	
1 	5 	1 	
9 	10 	8 	
6 	1 	7 	
2 	8 	2 	
9 	5 	8 	
2 	8 	5 	
1 	3 	2 	
5 	4 	10 	
1 	5 	9 	
9 	1 	2 	
3 	1 	1 	
8 	2 	10 	
10 	6 	5 	
2 	2 	8 	
7 	8 	6 	
6 	9 	2 	
5 	10 	5 	
8 	8 	10 	
6 	6 	6 	
8 	3 	3 	
8 	7 	7 	
8 	7 	6 	
6 	5 	1 	
8 	5 	8 	
9 	10 	9 	
8 	3 	4 	
4 	3 	10 	
9 	4 	10 	
8 	4 	9 	
8 	10 	2 	
1 	6 	10 	
5 	6 	3 	
7 	4 	5 	
9 	4 	7 	
4 	1 	2 	
1 	5 	10 	
8 	3 	10 	
10 	1 	9 	
2 	10 	5 	
4 	2 	10 	
7 	10 	1 	
8 	7 	10 	
10 	2 	5 	
10 	10 	5 	
8 	10 	8 	
10 	2 	1 	
9 	2 	3 	
8 	6 	6 	
1 	5 	7 	
6 	3 	2 	
4 	4 	10 	
5 	10 	1 	
6 	2 	1 	
10 	7 	6 	
9 	8 	2 	
2 	2 	8 	
6 	2 	5 	
6 	9 	9 	
5 	4 	1 	
5 	3 	10 	
1 	6 	2 	
5 	5 	5 	
10 	2 	7 	
7 	3 	7 	
4 	7 	4 	
2 	5 	6 	
6 	7 	5 	
4 	9 	3 	
3 	2 	3 	
4 	5 	1 	
9 	10 	5 	
9 	6 	6 	
7 	1 	2 	
6 	7 	6 	
6 	10 	2 	
8 	3 	1 	
6 	5 	5 	
4 	10 	3 	
6 	1 	1 	
8 	1 	1 	
2 	8 	8 	
2 	5 	8 	
9 	2 	1 	
4 	4 	9 	
10 	10 	4 	
5 	10 	6 	
4 	8 	5 	
4 	2 	6 	
7 	7 	8 	
7 	9 	1 	
2 	2 	2 	
10 	1 	4 	
1 	1 	3 	
10 	3 	5 	
1 	3 	5 	
10 	8 	8 	
6 	10 	1 	
9 	1 	6 	
9 	4 	7 	
4 	3 	8 	
6 	5 	7 	
3 	4 	5 	
1 	1 	1 	
0 	0 	1 	
1 	0 	1 	
0 	0 	1 	
