10
6
10 	20 	30 	40 	50 	60 	70 	80 	90 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	0 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	9 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	
0 	0 	0 	0 	0 	0 	
4 	6 	3 	5 	8 	7 	
9 	9 	2 	7 	8 	8 	
9 	2 	6 	10 	9 	10 	
5 	4 	1 	4 	6 	1 	
3 	4 	9 	2 	4 	4 	
4 	8 	1 	2 	10 	10 	
1 	5 	8 	4 	3 	8 	
3 	1 	1 	5 	6 	6 	
7 	9 	5 	2 	5 	10 	
9 	2 	2 	8 	10 	10 	
1 	1 	1 	1 	1 	1 	
1 	1 	1 	1 	0 	0 	
1 	1 	1 	1 	0 	0 	
1 	1 	1 	1 	1 	0 	
1 	1 	1 	0 	0 	1 	
1 	0 	1 	0 	0 	1 	
1 	1 	0 	1 	0 	1 	
1 	1 	1 	1 	1 	1 	
0 	1 	1 	0 	1 	0 	
1 	0 	1 	1 	0 	1 	
0 	1 	1 	1 	1 	0 	
