25
3
20 	40 	60 	80 	100 	120 	140 	160 	180 	200 	220 	240 	
20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	
20 	20 	20 	20 	20 	20 	20 	15 	20 	20 	20 	20 	
20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	
0 	0 	0 	
5 	6 	8 	
10 	5 	5 	
6 	9 	10 	
9 	6 	7 	
9 	10 	7 	
9 	8 	9 	
7 	9 	10 	
7 	9 	6 	
6 	5 	10 	
6 	6 	10 	
6 	6 	5 	
9 	6 	5 	
5 	10 	8 	
7 	6 	5 	
8 	10 	6 	
6 	8 	9 	
5 	6 	8 	
9 	7 	9 	
5 	10 	8 	
6 	7 	5 	
9 	6 	7 	
7 	6 	5 	
6 	8 	10 	
9 	8 	10 	
6 	8 	5 	
1 	1 	1 	
0 	1 	0 	
0 	1 	0 	
0 	0 	1 	
0 	1 	0 	
0 	1 	0 	
0 	1 	0 	
1 	1 	1 	
0 	1 	0 	
0 	1 	0 	
1 	0 	0 	
0 	1 	0 	
0 	1 	0 	
1 	0 	0 	
0 	0 	1 	
1 	0 	1 	
0 	0 	1 	
0 	1 	0 	
0 	1 	0 	
0 	1 	1 	
1 	1 	0 	
1 	0 	0 	
0 	1 	0 	
0 	1 	0 	
0 	0 	1 	
0 	0 	1 	
