25
6
10 	20 	30 	40 	50 	60 	70 	80 	90 	100 	110 	120 	130 	140 	150 	160 	170 	180 	190 	200 	210 	220 	230 	240 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	8 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	5 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	5 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	
10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	1 	10 	10 	10 	10 	10 	10 	
0 	0 	0 	0 	0 	0 	
2 	8 	7 	10 	3 	5 	
6 	3 	5 	3 	5 	8 	
8 	10 	2 	8 	1 	7 	
10 	10 	8 	7 	10 	2 	
1 	2 	9 	9 	4 	10 	
9 	8 	4 	7 	6 	2 	
10 	4 	5 	9 	2 	5 	
1 	4 	10 	3 	1 	5 	
10 	3 	8 	8 	10 	9 	
7 	10 	4 	8 	8 	5 	
6 	10 	4 	7 	9 	1 	
3 	8 	8 	10 	8 	4 	
1 	9 	8 	8 	2 	2 	
4 	1 	9 	7 	5 	6 	
7 	3 	6 	8 	9 	5 	
5 	8 	8 	5 	10 	1 	
3 	1 	8 	2 	8 	10 	
9 	5 	1 	2 	10 	9 	
3 	4 	2 	3 	8 	3 	
7 	1 	10 	3 	7 	7 	
3 	8 	8 	1 	7 	6 	
2 	5 	7 	1 	7 	6 	
2 	3 	2 	6 	5 	1 	
8 	9 	10 	6 	8 	1 	
10 	4 	10 	2 	5 	5 	
1 	1 	1 	1 	1 	1 	
1 	0 	0 	1 	0 	1 	
0 	1 	1 	0 	0 	0 	
0 	0 	0 	0 	1 	0 	
0 	0 	1 	0 	0 	0 	
1 	0 	0 	1 	1 	0 	
0 	0 	1 	0 	0 	0 	
0 	0 	0 	0 	1 	0 	
0 	0 	1 	0 	0 	0 	
0 	0 	0 	1 	0 	0 	
1 	0 	0 	0 	1 	0 	
0 	1 	1 	1 	1 	0 	
0 	0 	1 	1 	0 	1 	
0 	0 	0 	0 	0 	1 	
1 	0 	1 	0 	0 	0 	
0 	0 	1 	1 	0 	0 	
0 	0 	1 	0 	1 	0 	
1 	1 	1 	0 	0 	1 	
0 	0 	0 	1 	0 	0 	
1 	0 	1 	0 	0 	1 	
0 	0 	0 	0 	1 	0 	
1 	0 	1 	0 	1 	0 	
0 	0 	0 	1 	1 	1 	
0 	1 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	1 	
0 	0 	0 	0 	1 	1 	
